work_year,experience_level,employment_type,job_title, salary_in_usd ,employee_residence,remote_ratio,company_location,company_size
2023,Senior-level,Full-Time,Computer Vision Engineer,"$235,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Computer Vision Engineer,"$185,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Architect,"$174,500 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Architect,"$113,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Scientist,"$143,100 ",Canada,On-site,Canada,Medium
2023,Senior-level,Full-Time,Data Scientist,"$113,000 ",Canada,On-site,Canada,Medium
2023,Senior-level,Full-Time,Applied Scientist,"$184,000 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Applied Scientist,"$142,000 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Data Scientist,"$140,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Scientist,"$120,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Architect,"$174,500 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Architect,"$113,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Scientist,"$180,560 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Scientist,"$115,440 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Scientist,"$140,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Scientist,"$120,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Research Scientist,"$248,100 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Research Scientist,"$145,900 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Scientist,"$120,000 ",Canada,On-site,Canada,Medium
2023,Senior-level,Full-Time,Data Scientist,"$110,000 ",Canada,On-site,Canada,Medium
2023,Senior-level,Full-Time,Data Engineer,"$291,500 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Engineer,"$180,000 ",United States,On-site,United States,Medium
2023,Mid-level,Full-Time,Machine Learning Engineer,"$75,344 ",United Kingdom,Remote,United Kingdom,Medium
2023,Mid-level,Full-Time,Machine Learning Engineer,"$63,192 ",United Kingdom,Remote,United Kingdom,Medium
2023,Senior-level,Full-Time,Data Engineer,"$161,800 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Engineer,"$141,600 ",United States,On-site,United States,Medium
2023,Mid-level,Full-Time,Machine Learning Engineer,"$58,331 ",United Kingdom,Remote,United Kingdom,Medium
2023,Mid-level,Full-Time,Machine Learning Engineer,"$46,178 ",United Kingdom,Remote,United Kingdom,Medium
2023,Senior-level,Full-Time,Data Engineer,"$166,000 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Data Engineer,"$128,000 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Data Architect,"$170,000 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Data Architect,"$110,000 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Data Engineer,"$160,000 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Data Engineer,"$75,000 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Data Engineer,"$236,000 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Data Engineer,"$182,000 ",United States,Remote,United States,Medium
2022,Mid-level,Full-Time,Data Analyst,"$14,307 ",India,Remote,India,Large
2022,Entry-level,Full-Time,Data Scientist,"$130,000 ",United States,On-site,United States,Medium
2023,Mid-level,Full-Time,Data Analyst,"$150,000 ",United States,On-site,United States,Medium
2023,Mid-level,Full-Time,Data Analyst,"$100,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Machine Learning Engineer,"$261,500 ",United States,On-site,United States,Large
2023,Senior-level,Full-Time,Machine Learning Engineer,"$134,500 ",United States,On-site,United States,Large
2022,Mid-level,Full-Time,Data Scientist,"$13,989 ",India,Remote,India,Large
2023,Mid-level,Full-Time,Data Scientist,"$130,000 ",United States,On-site,United States,Medium
2023,Mid-level,Full-Time,Data Scientist,"$90,000 ",United States,On-site,United States,Medium
2023,Entry-level,Full-Time,Data Engineer,"$160,000 ",United States,On-site,United States,Medium
2023,Entry-level,Full-Time,Data Engineer,"$135,000 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Manager Data Management,"$125,000 ",United States,Remote,United States,Large
2022,Senior-level,Full-Time,Data Engineer,"$175,000 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Data Engineer,"$155,000 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Data Engineer,"$153,600 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Data Engineer,"$106,800 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Data Scientist,"$150,000 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Data Scientist,"$140,000 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Data Science Consultant,"$122,000 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Data Science Consultant,"$94,500 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Data Engineer,"$170,000 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Data Engineer,"$130,000 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Data Science Consultant,"$145,000 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Data Science Consultant,"$128,000 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Data Engineer,"$145,000 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Data Engineer,"$100,000 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Data Engineer,"$175,000 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Data Engineer,"$120,000 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Data Engineer,"$145,000 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Data Engineer,"$115,000 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Applied Machine Learning Scientist,"$150,000 ",United States,Remote,United States,Medium
2022,Mid-level,Full-Time,Data Analyst,"$150,000 ",United States,On-site,United States,Medium
2022,Mid-level,Full-Time,Data Analyst,"$100,000 ",United States,On-site,United States,Medium
2022,Mid-level,Full-Time,Data Scientist,"$150,000 ",United States,Remote,United States,Medium
2022,Mid-level,Full-Time,Data Scientist,"$127,500 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Data Scientist,"$126,500 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Data Scientist,"$51,000 ",United States,Remote,United States,Medium
2022,Mid-level,Full-Time,Data Engineer,"$260,000 ",United States,On-site,United States,Medium
2022,Mid-level,Full-Time,Data Engineer,"$175,000 ",United States,On-site,United States,Medium
2022,Entry-level,Full-Time,Applied Data Scientist,"$40,000 ",Australia,Remote,Pakistan,Medium
2022,Entry-level,Full-Time,AI Programmer,"$40,000 ",Pakistan,Remote,Australia,Medium
2022,Senior-level,Full-Time,Data Engineer,"$250,000 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Data Engineer,"$63,000 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Machine Learning Engineer,"$210,000 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Machine Learning Engineer,"$160,000 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Data Scientist,"$272,550 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Data Scientist,"$198,200 ",United States,Remote,United States,Medium
2022,Mid-level,Full-Time,Data Scientist,"$94,560 ",France,Remote,France,Medium
2022,Mid-level,Full-Time,Data Scientist,"$52,533 ",France,Remote,France,Medium
2022,Senior-level,Full-Time,Data Scientist,"$220,000 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Data Scientist,"$146,000 ",United States,On-site,United States,Medium
2022,Mid-level,Full-Time,Data Analyst,"$150,000 ",United States,On-site,United States,Medium
2022,Mid-level,Full-Time,Data Analyst,"$100,000 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Machine Learning Software Engineer,"$248,400 ",Canada,Remote,Canada,Medium
2022,Senior-level,Full-Time,Machine Learning Software Engineer,"$183,600 ",Canada,Remote,Canada,Medium
2022,Mid-level,Full-Time,Data Engineer,"$150,000 ",United States,Remote,United States,Medium
2022,Mid-level,Full-Time,Data Engineer,"$150,000 ",United States,Remote,United States,Medium
2022,Entry-level,Full-Time,Machine Learning Developer,"$40,000 ",Pakistan,Remote,Australia,Medium
2022,Senior-level,Full-Time,Lead Data Scientist,"$56,723 ",India,On-site,India,Large
2022,Mid-level,Full-Time,Data Engineer,"$120,000 ",United States,On-site,United States,Medium
2022,Mid-level,Full-Time,Data Engineer,"$95,000 ",United States,On-site,United States,Medium
2022,Entry-level,Full-Time,Data Engineer,"$160,000 ",United States,On-site,United States,Medium
2022,Entry-level,Full-Time,Data Engineer,"$135,000 ",United States,On-site,United States,Medium
2022,Entry-level,Full-Time,Data Science Consultant,"$24,165 ",Italy,Partially Remote,Italy,Medium
2022,Senior-level,Full-Time,Data Engineer,"$216,000 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Data Engineer,"$144,000 ",United States,Remote,United States,Medium
2022,Entry-level,Full-Time,Data Engineer,"$85,000 ",United States,On-site,United States,Medium
2022,Entry-level,Full-Time,Data Engineer,"$65,000 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Data Analyst,"$149,000 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Data Analyst,"$119,000 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Data Scientist,"$140,000 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Data Scientist,"$120,000 ",United States,On-site,United States,Medium
2022,Mid-level,Full-Time,Data Scientist,"$150,000 ",United States,On-site,United States,Medium
2022,Mid-level,Full-Time,Data Scientist,"$110,000 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Machine Learning Engineer,"$246,000 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Machine Learning Engineer,"$201,000 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Data Scientist,"$190,000 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Data Scientist,"$155,000 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,ML Engineer,"$235,000 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,ML Engineer,"$185,000 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Cloud Database Engineer,"$190,000 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Cloud Database Engineer,"$160,000 ",United States,Remote,United States,Medium
2022,Entry-level,Full-Time,Product Data Analyst,"$100,000 ",United States,Remote,United States,Medium
2022,Mid-level,Full-Time,Data Engineer,"$130,000 ",United States,On-site,United States,Medium
2022,Mid-level,Full-Time,Data Engineer,"$115,000 ",United States,On-site,United States,Medium
2022,Mid-level,Full-Time,Data Scientist,"$92,350 ",United Kingdom,On-site,United Kingdom,Medium
2022,Mid-level,Full-Time,Data Scientist,"$67,723 ",United Kingdom,On-site,United Kingdom,Medium
2022,Mid-level,Full-Time,Data Engineer,"$105,000 ",United States,On-site,United States,Medium
2022,Mid-level,Full-Time,Data Engineer,"$70,000 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Machine Learning Engineer,"$204,500 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Machine Learning Engineer,"$142,200 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Machine Learning Engineer,"$192,000 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Machine Learning Engineer,"$164,000 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Data Engineer,"$185,900 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Data Engineer,"$129,300 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Data Engineer,"$130,000 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Data Engineer,"$75,000 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Data Science Manager,"$175,000 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Data Science Manager,"$120,000 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Data Engineer,"$167,500 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Data Engineer,"$106,500 ",United States,On-site,United States,Medium
2022,Mid-level,Full-Time,Data Analyst,"$75,000 ",United States,Remote,United States,Medium
2022,Mid-level,Full-Time,Data Analyst,"$60,000 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Applied Scientist,"$184,000 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Applied Scientist,"$142,000 ",United States,Remote,United States,Medium
2022,Mid-level,Full-Time,Data Scientist,"$145,000 ",United States,On-site,United States,Medium
2022,Mid-level,Full-Time,Data Scientist,"$100,000 ",United States,On-site,United States,Medium
2022,Entry-level,Full-Time,Machine Learning Software Engineer,"$10,000 ",Morocco,Partially Remote,Morocco,Small
2022,Mid-level,Full-Time,Data Scientist,"$31,795 ",India,Remote,United States,Medium
2022,Mid-level,Full-Time,NLP Engineer,"$44,365 ",Poland,Remote,Poland,Small
2022,Senior-level,Full-Time,Data Engineer,"$175,000 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Data Engineer,"$120,000 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Data Engineer,"$175,000 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Data Engineer,"$120,000 ",United States,On-site,United States,Medium
2022,Expert,Full-Time,Data Engineer,"$200,000 ",United States,On-site,United States,Medium
2022,Expert,Full-Time,Data Engineer,"$145,000 ",United States,On-site,United States,Medium
2022,Mid-level,Full-Time,Data Engineer,"$92,350 ",United Kingdom,Remote,United Kingdom,Medium
2022,Mid-level,Full-Time,Data Engineer,"$73,880 ",United Kingdom,Remote,United Kingdom,Medium
2022,Senior-level,Full-Time,Data Engineer,"$145,000 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Data Engineer,"$100,000 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Applied Scientist,"$192,000 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Applied Scientist,"$164,000 ",United States,Remote,United States,Medium
2022,Expert,Full-Time,Data Engineer,"$310,000 ",United States,Remote,United States,Medium
2022,Expert,Full-Time,Data Engineer,"$239,000 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Data Analyst,"$120,000 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Data Analyst,"$95,000 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Machine Learning Engineer,"$145,000 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Machine Learning Engineer,"$135,000 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Data Engineer,"$100,000 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Data Engineer,"$78,000 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Data Engineer,"$73,546 ",Spain,On-site,Spain,Medium
2022,Senior-level,Full-Time,Data Engineer,"$36,773 ",Spain,On-site,Spain,Medium
2022,Mid-level,Full-Time,Data Engineer,"$160,000 ",United States,Remote,United States,Medium
2022,Mid-level,Full-Time,Data Engineer,"$120,000 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Data Scientist,"$190,000 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Data Scientist,"$150,000 ",United States,On-site,United States,Medium
2022,Mid-level,Full-Time,Data Engineer,"$35,610 ",India,Partially Remote,India,Large
2022,Senior-level,Full-Time,AI Scientist,"$125,000 ",Colombia,Remote,Colombia,Large
2022,Senior-level,Full-Time,Data Engineer,"$120,000 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Data Engineer,"$95,000 ",United States,On-site,United States,Medium
2022,Mid-level,Full-Time,Data Analyst,"$150,000 ",United States,On-site,United States,Medium
2022,Mid-level,Full-Time,Data Analyst,"$100,000 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Data Scientist,"$47,280 ",Spain,On-site,Spain,Medium
2022,Senior-level,Full-Time,Data Scientist,"$37,824 ",Spain,On-site,Spain,Medium
2022,Senior-level,Full-Time,Data Analyst,"$115,934 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Data Analyst,"$81,666 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Data Scientist,"$175,000 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Data Scientist,"$140,000 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Data Engineer,"$120,000 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Data Engineer,"$95,000 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Research Engineer,"$249,500 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Research Engineer,"$149,850 ",United States,On-site,United States,Medium
2022,Mid-level,Full-Time,Analytics Engineer,"$122,500 ",United States,Remote,United States,Medium
2022,Mid-level,Full-Time,Analytics Engineer,"$100,000 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Data Scientist,"$249,500 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Data Scientist,"$149,850 ",United States,On-site,United States,Medium
2022,Entry-level,Full-Time,Data Analyst,"$55,000 ",United States,On-site,United States,Medium
2022,Entry-level,Full-Time,Data Analyst,"$48,000 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Research Scientist,"$249,500 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Research Scientist,"$149,850 ",United States,On-site,United States,Medium
2022,Mid-level,Full-Time,Computer Vision Engineer,"$58,837 ",France,Remote,France,Small
2022,Senior-level,Full-Time,Data Engineer,"$190,000 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Data Engineer,"$120,000 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Data Analyst,"$127,000 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Data Analyst,"$104,000 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Data Scientist,"$210,000 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Data Scientist,"$150,000 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Machine Learning Engineer,"$210,000 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Machine Learning Engineer,"$150,000 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Data Engineer,"$210,000 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Data Engineer,"$130,000 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Data Scientist,"$182,750 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Data Scientist,"$161,500 ",United States,Remote,United States,Medium
2022,Mid-level,Full-Time,Data Analyst,"$102,640 ",United States,Remote,United States,Medium
2022,Mid-level,Full-Time,Data Analyst,"$66,100 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Research Scientist,"$210,000 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Research Scientist,"$150,000 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Data Engineer,"$198,800 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Data Engineer,"$122,600 ",United States,On-site,United States,Medium
2022,Mid-level,Full-Time,Data Engineer,"$130,000 ",United States,Remote,United States,Medium
2022,Mid-level,Full-Time,Data Engineer,"$80,000 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Data Scientist,"$136,000 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Data Scientist,"$104,000 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Data Analyst,"$150,000 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Data Analyst,"$100,000 ",United States,Remote,United States,Medium
2022,Entry-level,Full-Time,Data Engineer,"$160,000 ",United States,On-site,United States,Medium
2022,Entry-level,Full-Time,Data Engineer,"$135,000 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Data Engineer,"$216,000 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Data Engineer,"$144,000 ",United States,Remote,United States,Medium
2022,Expert,Full-Time,Data Scientist,"$159,000 ",United States,Remote,United States,Medium
2022,Expert,Full-Time,Data Scientist,"$130,000 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Data Analyst,"$115,934 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Data Analyst,"$81,666 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Data Engineer,"$215,000 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Data Engineer,"$150,000 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Machine Learning Engineer,"$246,000 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Machine Learning Engineer,"$201,000 ",United States,Remote,United States,Medium
2022,Mid-level,Full-Time,Data Engineer,"$187,000 ",United States,Remote,United States,Medium
2022,Mid-level,Full-Time,Data Engineer,"$153,000 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Machine Learning Engineer,"$255,000 ",Mexico,Remote,Mexico,Medium
2022,Senior-level,Full-Time,Machine Learning Engineer,"$185,000 ",Mexico,Remote,Mexico,Medium
2022,Mid-level,Full-Time,Data Analyst,"$430,967 ",United Kingdom,On-site,United Kingdom,Medium
2022,Mid-level,Full-Time,Data Analyst,"$55,410 ",United Kingdom,On-site,United Kingdom,Medium
2022,Senior-level,Full-Time,Data Analyst,"$50,432 ",Spain,On-site,Spain,Medium
2022,Senior-level,Full-Time,Data Analyst,"$39,925 ",Spain,On-site,Spain,Medium
2022,Senior-level,Full-Time,Data Analyst,"$169,000 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Data Analyst,"$110,600 ",United States,On-site,United States,Medium
2022,Entry-level,Full-Time,BI Data Analyst,"$60,938 ",Germany,On-site,Germany,Large
2022,Senior-level,Full-Time,BI Developer,"$140,000 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,BI Developer,"$120,000 ",United States,Remote,United States,Medium
2022,Mid-level,Full-Time,Data Analyst,"$75,000 ",United States,Remote,United States,Medium
2022,Mid-level,Full-Time,Data Analyst,"$60,000 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,3D Computer Vision Researcher,"$10,000 ",Canada,Partially Remote,Albania,Small
2022,Entry-level,Full-Time,Data Analyst,"$50,000 ",United States,Partially Remote,United States,Large
2022,Mid-level,Full-Time,MLOps Engineer,"$134,000 ",United States,Remote,United States,Medium
2022,Mid-level,Full-Time,MLOps Engineer,"$124,000 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Data Analyst,"$166,700 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Data Analyst,"$119,000 ",United States,On-site,United States,Medium
2022,Entry-level,Full-Time,Data Scientist,"$124,234 ",United States,On-site,United States,Medium
2022,Entry-level,Full-Time,Data Scientist,"$74,540 ",United States,On-site,United States,Medium
2022,Mid-level,Full-Time,Data Analyst,"$100,000 ",United States,Remote,United States,Medium
2022,Mid-level,Full-Time,Data Analyst,"$65,000 ",United States,Remote,United States,Medium
2021,Mid-level,Full-Time,Data Analyst,"$16,904 ",India,Partially Remote,India,Large
2022,Entry-level,Full-Time,AI Scientist,"$200,000 ",Canada,Partially Remote,Canada,Large
2022,Entry-level,Full-Time,Machine Learning Engineer,"$12,000 ",Argentina,Remote,Argentina,Large
2022,Senior-level,Full-Time,Data Engineer,"$220,000 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Data Engineer,"$146,000 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Data Engineer,"$68,293 ",Spain,On-site,Spain,Medium
2022,Senior-level,Full-Time,Data Engineer,"$36,773 ",Spain,On-site,Spain,Medium
2022,Senior-level,Full-Time,Data Specialist,"$110,000 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Data Specialist,"$70,000 ",United States,On-site,United States,Medium
2022,Entry-level,Full-Time,Data Analyst,"$50,000 ",United States,Partially Remote,United States,Large
2022,Senior-level,Full-Time,Data Engineer,"$120,000 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Data Engineer,"$95,000 ",United States,On-site,United States,Medium
2022,Mid-level,Full-Time,Data Analyst,"$150,000 ",United States,On-site,United States,Medium
2022,Mid-level,Full-Time,Data Analyst,"$100,000 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Data Scientist,"$47,280 ",Spain,On-site,Spain,Medium
2022,Senior-level,Full-Time,Data Scientist,"$37,824 ",Spain,On-site,Spain,Medium
2022,Senior-level,Full-Time,Data Architect,"$190,000 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Data Architect,"$135,000 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Data Scientist,"$128,000 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Data Scientist,"$81,500 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Data Scientist,"$173,000 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Data Scientist,"$110,000 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Machine Learning Engineer,"$192,000 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Machine Learning Engineer,"$120,000 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Data Analyst,"$115,934 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Data Analyst,"$81,666 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Data Analyst,"$120,000 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Data Analyst,"$95,000 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Principal Machine Learning Engineer,"$190,000 ",United States,Remote,United States,Large
2022,Senior-level,Full-Time,Data Engineer,"$194,000 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Data Engineer,"$129,400 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Data Analyst,"$201,000 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Data Analyst,"$89,200 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Data Scientist,"$165,000 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Data Scientist,"$125,000 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Applied Scientist,"$230,000 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Applied Scientist,"$196,000 ",United States,Remote,United States,Medium
2022,Mid-level,Full-Time,Machine Learning Engineer,"$130,000 ",United States,On-site,United States,Medium
2022,Mid-level,Full-Time,Machine Learning Engineer,"$90,000 ",United States,On-site,United States,Medium
2022,Mid-level,Full-Time,Machine Learning Researcher,"$150,000 ",United States,Remote,United States,Medium
2022,Mid-level,Full-Time,Machine Learning Researcher,"$100,000 ",United States,Remote,United States,Medium
2022,Mid-level,Full-Time,Machine Learning Engineer,"$230,000 ",United States,On-site,United States,Medium
2022,Mid-level,Full-Time,Machine Learning Engineer,"$150,000 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Data Engineer,"$153,600 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Data Engineer,"$106,800 ",United States,On-site,United States,Medium
2022,Mid-level,Full-Time,Machine Learning Researcher,"$130,000 ",United States,Remote,United States,Medium
2022,Mid-level,Full-Time,Machine Learning Researcher,"$100,000 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Data Engineer,"$216,000 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Data Engineer,"$144,000 ",United States,Remote,United States,Medium
2022,Mid-level,Full-Time,Data Scientist,"$180,000 ",United States,On-site,United States,Medium
2022,Mid-level,Full-Time,Data Scientist,"$120,000 ",United States,On-site,United States,Medium
